,text,is_misinfo
3983,"Just had my first #COVIDVaccination the Oxford Astrazeneca today. The  Very busy little place but it went well cos everyone behaved well. Next jab in 3 months.
Stay safe everyone.
#NHS",0
3984,"THE BioWeapon VIRUS-501 Deaths + 10,748 Other Injuries Reported Following COVID Vaccine, Latest CDC Data Show.
https://t.co/1SCxek4UFU",1
3985,"My wife just stunned me. I'm a (not so) normal, healthy 65 year old Ohioan, and she just booked me my first COVID vaccine!  Ohioans...Rite Aid.",0
3986,Getting my first dose of the vaccine tomorrow. Will keep y’all updated 🧐,0
3987,THE BioWeapon VIRUS - A COVID shot every year? Johnson &amp; Johnson's CEO says Americans will need to be vaccinated every season for the next several years if the virus keeps mutating- https://t.co/RPLhnZQjG5,1
3988,"Have you gotten the #COVID19 vaccine yet? Here’s some helpful tips from @CDCgov on how to stay safe after getting your vaccine, dealing with any discomfort and preparing for your second dose. #GetVaccinatedDC https://t.co/sP0kFC8izF https://t.co/HhEeQit561",0
3989,been waiting on my email to schedule my first vaccine for a month (frontline worker) and just found out I was actually eligible two weeks ago but no email was ever sent out 🥲🥲🥲🥲🥲🥲🥲🥲🥲,0
3990,"I am grateful for receiving my first dose of the Moderna #COVID19 vaccine this morning.

You can help others by supporting this open letter to President Biden and Congressional leaders regarding the coronavirus relief bill.
@SurvivorsChange
https://t.co/bAlJGoNVvY",0
3991,Today I got my first dose of #COVID19 vaccine .,0
3992,"Make sure that you have this information BEFORE   you ever consider taking V
2HR presentation you will hear from over a dozen of the world's foremost authorities on this EXPERIMENTAL INJECTION issue.
It could be a matter of life or death for you.

https://t.co/ot0zMGQN8W",1
3993,Y’all I got my first Covid-19 vaccine!!! 😍😭,0
3994,Just got my second dose of the moderna vaccine!,0
3995,"Just got my first vaccine dose, y’all  🙌🏻",0
3996,Just got the covid vaccine.,0
3997,Just got my first dose of the COVID vaccine and I’ve never felt sexier,0
3998,"Got dressed up for my first jab #pfizer #covidvacccine #sparkles @ Ruislip, West London https://t.co/7amLJsTj3f",0
3999,second dose of c0vid vaccine in my body https://t.co/5Fvm2vdAuJ,0
4000,"Got my first round of the Pfizer vaccine this morning. So far so good, slight headache and arm is a tiny bit sore.
 Pain is a 1/10 
No lizard skin has appeared and both kidneys are still in tact.",0
4001,Just received my first dose of the Pfizer vaccine.. beyond happy,0
4002,Is the UK government using tax payers money to fund a marketing campaign to promote the uptake of untested vaccines that Pfizer and Moderna stand to profit by?,1
4003,"THE BioWeapon VIRUS - Doctors Link Pfizer, Moderna Vaccines to Life-Threatening Blood Disorder #NYT and may cause immune thrombocytopenia, a blood disorder that last month led to the death of a Florida doctor after his first dose of the Pfizer vaccine. https://t.co/XhxDDq0emB",1
4004,Just got my second dose of the vaccine. Hoping for no adverse reactions!,0
4005,Got my first vaccine shot.,0
4006,"COVID-19 VACCINE UPDATE for residents in Yellowknife: 1,500 new first dose appointments for priority populations and information on delays for second dose appointments. Click here for more info: https://t.co/qRx6urUHFH https://t.co/G8Eew8L9EL",0
4007,"Absence of evidence is absence of evidence.

By delaying the second dose of Pfizer vaccine, the British public are taking part in a giant experiment. 

#c4news",0
4008,I got my first Modenerna vaccine shot today. https://t.co/52kIejfezo,0
4009,"I got my first dose of vaccine AND the new Zero Sugar Mighty Melon Mountain Dew (which is DELICIOUS) today. I have a brutal headache, chills, sweats, and body aches. I don’t know which is to blame but I’m still happy I got both so there.",0
4010,today I got my first dose of the vaccine and managed to open a bottle of wine with my teeth so its a very good day,0
4011,I just got my first dose of the Covid Vaccine I love that for me,0
4012,I got my first shot of the Covid-19 Vaccine today,0
4013,just got my first vaccine dose. Second one is on my mom’s birthday. Feels like honoring her,0
4014,"I got my first dose of the Covid vaccine today, and some old man was NOT happy I was there and walked past me saying “wow some people here definitely don’t look 65” 🥴😂 Sir I had to qualify just like you to be there",0
4015,Second dose of COVID vaccine received 🥳. https://t.co/KvXE9IXmKf,0
4016,I got my first vaccine shot and am definitely feeling some side effects 😭,0
4017,Just got my first dose of the Covid vaccine and I have a super important (and emo) update on the side effects. 🚨🚨🚨 https://t.co/s002G38pMZ,0
4018,Just got my second dose of Covid vaccine.,0
4019,"Received my first dose of the vaccine today! I want to thank UFT President Michael Mulgrew, @POTUS, and Ellie Engler. Whenever you can, please get vaccinated immediately and always wear your mask! https://t.co/ivMXXGdlEo",0
4020,I got my first dose of COVID-19 vaccine! I am so HAPPY and GRATEFUL for all the scientists involved on this. #covide19vaccine https://t.co/fU2UhuvMuj,0
4021,"I got my first vaccine dose... Bro my boss has the lightest hand in the world, did not even feel the needle holy shit.",0
4022,Both my parents got their second dose of the covid vaccine. 🙏🏼 #thankful,0
4023,"off to get my first dose of the vaccine, wish me luck",0
4024,"Getting my first covid vaccine on Feb 14th at 2:40. So excited! Thank you Robely Rex VA in Louisville, KY!",0
4025,Happy to say I've had my first covid vaccine and so far feel fabulous! 🥳 #COVIDVaccine https://t.co/46zvxqu5P5,0
4026,"I was humbled today to receive my invitation for my first Covid 19 jab
❤️ NHS 
I am relieved to be getting the vaccine so early - but feel such a fraud in light of the fact that our police, who are having to deal with so much at this time aren’t considered vulnerable enough 😡 https://t.co/EB0wm1CwBW",0
4027,"Getting my first vaccine today. I didn’t think I would be, but I’m actually pretty giddy about it. #teachinginapandemic #kansasteacher #CovidVaccine",0
4028,Reworded: The UK government using tax payers money to fund a marketing campaign to promote the uptake of untested vaccines that Pfizer and Moderna stand to profit by.,1
4029,getting my first dose of the vaccine in an hour. currently treating myself to a mimosa bc a bitch hates needles :p,0
4030,Heading to Ft Myers for my first Covid vaccine this afternoon. Plan to check if there are any no shows and possibly extra for the Little Norwegian. Can’t hurt to ask. That’s how my brother got his.,0
4031,"To the credit of MOST Americans, they aren't getting the new mRNA vaccine/gene therapy and that's why you see so much propaganda, undue influencing (mostly from celebrities), incentivizing by government, etc. Things are not going according to plan.",1
4032,Today my grandma received her second dose of vaccine and my mom received her first.,0
4033,Received my 2nd COVID vaccine shot today!  Yea!,0
4034,"Got my first dose of the vaccine today! When it's your turn (he preaches, in the direction of the choir), get it yourself!",0
4035,My arm is still hurting because of my first Covid vaccine yesterday but other than that I’m fine.,0
4036,"My mom got the first round of the vaccine, so I'm going to celebrate by doing my favorite things. Staying inside and not talking to a single person.",0
4037,Got my first dose of the vaccine! 😊,0
4038,"America's Frontline Doctor Simone Gold Warns Of Risks In ""Experimental COVID Vaccine"" (Video) https://t.co/H0vXC93qI5",1
4039,Got my first dose of the Pfizer Covid vaccine today..WOOHOO!!,0
4040,Just received my second dose of the Moderna vaccine. I’m grateful to God for it.  Thank you to @orlandohealth,0
4041,Really hope this second dose of the vaccine doesn't make me artistic https://t.co/JaMdpUsTIE,0
4042,My grandpa got his second dose of the vaccine today and my grandma’s getting her’s next week. Safe socially distanced hangs in almost a whole year are comin’ my way soon 😎,0
4043,I have been so lucky to be given the opportunity to get vaccinated so early. I just got my second dose of the Pfizer vaccine and I am feeling very hopeful for 2021.,0
4044,JUST GOT MY SECOND DOSE OF THE VACCINE!!!!! i haven’t smiled this much in a year,0
4045,"Had the second dose of the vaccine at St Bernard’s Hospital vaccination centre this afternoon. Thank you ❤️to all the wonderful staff who have worked non stop &amp; extremely long hours administering vaccines here, mainly to front line workers. Operation freedom another step closer✌️ https://t.co/evgyRX5kke",0
4046,".@strom_peterson Force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical and unconstitutional. Medical mandates don't belong in a free society. Let each person choose how they care for their bodies. #nomandates #noforcedcovidvaccines",1
4047,"Second dose, Moderna: high fever, soul-crushing headaches and body aches. 48 hours. All worth it! https://t.co/MFJyI5wmrF",0
4048,Covid 19 Vaccine in Maharashtra: Maharashtra not to start second dose of Covid-19 vaccine on Feb 13 | Mumbai News – Times of India https://t.co/PiBJwJr2Li,0
4049,2 days after getting the second dose of the Moderna Vaccine. No more soreness in my left arm. I did not feel any other side effects. #ModernaVaccine #COVIDVaccine,0
4050,i’m at the vaccine clinic why am i nervous,0
4051,"Make sure the second dose for your COVID-19 vaccine is the same brand as your first.

https://t.co/Qvebartwex",0
4052,"Hundreds of Pine Belt residents who received initial COVID-19 vaccines during a drive-thru clinic at Covington County Hospital four weeks ago got second doses of the vaccine during another drive-thru clinic on Friday. 

The hospital was prepared to administer about 350 doses. https://t.co/ONyMlLWQ9E",0
4053,Just received the second dose of the COVID vaccine.,0
4054,"So grateful my mom got her second dose of the vaccine! I haven’t hugged her since December 🥺 incredibly grateful to God no one in my family has been hit with the virus, but still have to be safe and take all precautions necessary!🙏🏻",0
4055,Very happy to say that this week my grandma was able to get her second dose of the Covid vaccine!!,0
4056,Yeah! Second dose of the Pfizer vaccine today! https://t.co/lA9OlCWVaG,0
4057,"Vaccine first dose 14,012,234
Second dose 530,094
#vaccine",0
4058,I was fortunate enough to get my second dose of the Covid Vaccine and I want to say that I’m very grateful to the employees and volunteers of @OnondagaCounty for turning the chaos of this virus into a well oiled machine!,0
4059,I got vacc’d! Pfizer. Brilliant.,0
4060,Second dose of the vaccine in the books! https://t.co/P8rK3d2QZA,0
4061,COVID vaccine is now illegal in India because it never had trial runs and is not only experimental and unproven but it has maimed and killed tens of thousands. COVID is a depopulation bioweapon. Lockdowns were meant to drive suicides. This is the Bill Gates'/ Fauci extermination.,1
4062,"Be prepared to sleep a lot after that second dose of the #Covid19 #vaccine! This is a good thing!

https://t.co/AlgxYf2Tds",0
4063,Got the vaccine,0
4064,Shot of hope: 77-year-old Sanford Health volunteer gets second dose of the COVID-19 vaccine https://t.co/f1CPKjdTWj,0
4065,"This is exactly what we have going on in the U.S. today. Masks, social distancing, the gene therapy (vaccine), etc. No amount of science or common sense will change their mind. They are literally brainwashed. https://t.co/0dxIYitauA",1
4066,"I got my second dose of the vaccine on Wednesday, had fevers from 2am Thursday until the end of the day Thursday. Plus the worst headache I’ve ever had. Now today I woke up with a mild headache and my left armpit lymph node swollen &amp; painful. 

Still better than the real thing.",0
4067,Got sexually harassed omw to get my second dose of the vaccine so that’s cool. I’m sure nothing will be done when I report it 🙄,0
4068,".@reportizself Force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical and unconstitutional. Medical mandates don't belong in a free society. Let each person choose how they care for their bodies. #nomandates #noforcedcovidvaccines",1
4069,"Some providers mistakenly gave vaccine meant to be second doses as first doses. “The state can’t guarantee matching doses will be available.” If people do not receive their second dose, what does this do to their immunity against COVID-19?? https://t.co/IGEvasEmZ9",0
4070,Omg the place I got my first dose of the vaccine isn’t giving them out anymore and I cannot find another place to get it 😭😭😭 I gotta get the second dose on MONDAY I’m STRESSING,0
4071,First shot of the COVID vaccine is done!,0
4072,Happy Friday! Got my second dose of #vaccine and made some #sweettreats in my ‘other’ lab! 💘 #valentines #FridayVibes #cookies https://t.co/R0Z6K4XFao,0
4073,"Getting the second dose of the vaccine today, hopefully doesn't turn me into a human.",0
4074,"Our bodies are designed to heal themselves.  Dr. Sherry Tenpenny explains in easy-to-understand (mostly) terms how the experimental ""vaccine"" is designed to make people sick.
https://t.co/xWeGljOkDW",1
4075,Well I just received my second dose of the #Pfizer #COVIDVaccine and now we wait to see if there are any flu like side effects. 💉,0
4076,"First dose of vaccine: ✅
Second dose of vaccine: ✅
2 week waiting period ending: Feb 26th",0
4077,My body after taking the second dose of the corona virus vaccine https://t.co/Wj6sr5UwTX,0
4078,It’s second vaccine shot day for the parents and me 💉,0
4079,Got my second dose of COVID-19 vaccine. Be safe everyone.  #COVID19 #COVIDVaccine #BeSafe  #seconddose https://t.co/Nj8PXHMPrQ,0
4080,"Y’all. The second dose of the covid-19 vaccine is no joke! After 12 hours of hell, it feels so good to finally say I am fully vaccinated! 💉",0
4081,my dad got his second dose of the covid vaccine!!! #bigmanzone #bill #theboyreturns,0
4082,"Back at it again after getting the second dose of the vaccine and dealing with some mild symptoms for a couple days. Let's all work together to get rid of this crap so we can return to some sort of normal.

https://t.co/X38CbcZYpM

#poker #COVIDVaccine",0
4083,Just got my second dose of the vaccine! 💉🦠😊 #CovidVaccine,0
4084,When is a Vaccine not a Vaccine? When it is an experimental gene therapy medicine. https://t.co/rSrYt6Q7X6,1
4085,"Got my second dose of the vaccine yesterday and no lie, I feel kinda rough right now lol",0
4086,"Got my second dose of the vaccine and so far, this is the only side effect https://t.co/TLiLhcP6Sl",0
4087,A global pandemic with a virus that has rushed the production of an untested vaccine that doesn’t prevent infection only minimises symptoms for a survival rate of already 99.6% and a global death rate that is less than it was 4 years ago and on par with the years up to it 🤔🥴🤷🏽‍♂️,1
4088,"I had my second dose of my pfizer vaccine yesterday,  so far feeling good. Just arm soreness.  If yall have any questions feel free to ask:) #COVIDVaccine",0
4089,vaccine 2 update: i thought i was gonna be good bc i barely felt the vaccine but the way that this second dose took me out last night for a few hours..,0
4090,24hours ago I received my 1st #COVID19 vaccination. A painless experience w/no negative side effects. The health care workers were super friendly &amp; professional. I’m very grateful &amp; lucky to have this. It was the Moderna vaccine &amp; requires a second dose; which I will get in 1mo. https://t.co/EZV17h4mv5,0
4091,i just got the second dose of the covid vaccine and i’m so scared for the side effects,0
4092,Kind of salty I still haven’t been called to get my covid vaccine /:,0
4093,"The guy behind the Pfizer vaccine once again told the UK government to stop delaying the second dose by 12 weeks, and our media are near silent. 

British exceptionalism costs lives.",0
4094,"Did you get your 'Gene-Therapy' shot yet?..Hmm?
If you're confused,
That's what Pfizer &amp; Moderna call their shot.  Yep, 'Gene Therapy'.

Did you know that all 'Gene Therapy' is completely EXPERIMENTAL?

Yep!
So, Rethink getting the Covid shot.
You'll be glad you reconsidered. https://t.co/2BJQLjU4X9",1
4095,"The Stand | The Truth About the COVID-19 #ExperimentalBiologicalAgent
Must Watch! by Dr Gould 

https://t.co/w5M4m9ZRFC",1
4096,I got a covid vaccine appointment for Wednesday 🤩,0
4097,Mary Helen Nickelberry turned 101 in December! Her neighbors contacted our #vaccine clinic to help her schedule appointments. She got her second dose of the #COVID19vaccination today! #vaccinated https://t.co/jh9nMlws51,0
4098,I’ve been doing my mother in laws grocery shopping during the panorama and I just realized she’s about to get her second dose of the vaccine so I won’t be doing it for much longer. We might really make it out of this thing mannnnnnn,0
4099,I just got the second dose of vaccine for COVID 🤗,0
4100,getting my second vaccine in a few hours https://t.co/xpS0L4oGpV,0
4101,COVID-19 vaccinations: what you need to know about the second dose https://t.co/YNvVqqeoOM https://t.co/eE5qbZSW9k,0
4102,"In Dillingham, both first and second doses of the vaccine will be offered at a clinic Saturday at the Dillingham Middle/High School. 

https://t.co/ivgnGwheXH",0
4103,"who has two thumbs, an insatiable desire for world domination, and just got their second dose of the covid vaccine? i’ll give ya one guess",0
4104,"Fitzgerald says the majority of long-term care patients don't have second dose yet. As well, we don't know what the vaccine does for transmission, that's why new restrictions put in place @VOCMNEWS",0
4105,"Holocaust survivors Rise Stillman, 91, and Frieda Allweiss, 88, are being vaccinated this morning at the Phoenix Municipal Stadium vaccination site.

Dr. Cara Christ, director of @AZDHS, will administer second doses of the Pfizer vaccine to Rise and Frieda. https://t.co/DU2bqCP1Ag",0
4106,My mum is getting the vaccine today!,0
4107,Second dose of the Moderna COVID vaccine. https://t.co/V9F05nTdzd,0
4108,"Who’s game for heading out and lining up for that experimental, poorly tested, rushed therapy shot they're passing off as a vaccine today?",1
4109,"it's been a week since i got the second dose of my covid vaccine!!! so its finally time to-

keep staying at home unless necessary and wearing masks when i do need to go outside ✌️🏼",0
4110,Parents just got their second dose vaccine. They sent me a selfie. 👏,0
4111,Second dose of the covid vaccine has me down BAD.,0
4112,"Analysis shows fewer than 0.1% of recipients of the second dose of the vaccine got infected with the coronavirus.
https://t.co/jgc2w9d2Zl",0
4113,I got my Covid Vaccine today :),0
4114,My beautiful disabled sister is getting her vaccine on Wednesday 💗😁 https://t.co/P6jzPQaww8,0
4115,I really wanted to tweet during the trial but I am having a really bad reaction to my second dose of the Moderna vaccine yesterday. Not complaining but no more tweets today.,0
4116,"I get my second dose of Moderna in 2 hours.

I’m refusing to have any side effects.

Will update at a later time.",0
4117,"“All skilled nursing facilities have received their first round of vaccine doses, and the Federal Pharmacy Partnership is nearly through second doses for nursing facilities.”​ https://t.co/nwVz6x6Gjy",0
4118,"Got second dose of Moderna vaccine. Interestingly they are keeping us under observation for 20 mins post vaccination, which they didn’t do after first dose. Hoping to come out alive! 10 mins to go!! https://t.co/l5IBskJZAo",0
4119,Closest I'll ever get to watching NASCAR is me in this vaccine drive thru at the Texas Motor Speedway for my second dose.,0
4120,"12,132 doses of the pfizer vaccine administered to date. Of those, over 5,000 have received second dose @VOCMNEWS",0
4121,"We will be opening 3,000 more spots on the waitlist today (Feb. 12) at 3 p.m. This is for first doses in Phase 1A &amp; 1B ONLY. If you are looking for your second dose this waitlist DOES NOT apply to you. 
https://t.co/HiomOWzXNh https://t.co/rslgBdlDtZ",0
4122,Second dose of vaccine bounce.,0
4123,Very efficient #NHS vaccine centre for my first jab today.,0
4124,"14,012,224 first doses received up to &amp; including Thursday, 11th February 2021 (+503,116)

530,094 second doses have been given (+5,647)

https://t.co/hUhrEkUaHD          #COVID19 #CovidVaccine #vaccine #JabsInArms",0
4125,I received my second dose of the Moderna vaccine yesterday.   My arm is sore but not as much as with the first dose. I have a slight headache but otherwise doing fine.   Wear a mask. Maintain social distancing.  Wash your hands.  Take the vaccine.  Be safe.,0
4126,Crazy how the second dose of the vaccine has people reacting so different. I know people who feel sick af and I feel completely fine.... weird,0
4127,"My mans paid for my eyelash appointment, won a Chik-fil-A gift card, fat paycheck deposited early, and second dose of covid vaccine...it’s a good day 😌",0
4128,You received a second dose of the COVID-19 vaccine. Now what? https://t.co/WZEro7eN7C,0
4129,"GOT THAT SECOND DOSE BABY.

FINALLY THE BAND CAN START SHARING DRINKS AGAIN.

(this is a joke. Even if you have the vaccine you can still carry the virus. Continue to exercise caution for the safety of those around you.)",0
4130,second dose of covid vaccine today 💉,0
4131,I got the second dose of the vaccine yesterday and I am Straight Up Not Having a Good Time™️,0
4132,Bioweapons War! Front Line Doctor Lee Merritt and Alex Newman - Forced Covid Vaccine https://t.co/E4OGae204V,1
4133,The side effects for the second dose of the vaccine was no joke.,0
4134,my mama gets her first vaccine dose tomorrow!!! https://t.co/JcQ5tcV5zn,0
4135,my immune system went full send after that second dose of moderna.... 😷,0
4136,COVID-19 vaccinations: what you need to know about the second dose https://t.co/w1wJuVrPdP https://t.co/t07pExiJZV,0
4137,I finally got my vaccine appointment scheduled for next week!!!! Thank the Lord.,0
4138,"Local area clinic has patients scheduled for their second dose of the COVID-19 vaccine, but no vaccine to give them
 https://t.co/L4q3e6rgm2",0
4139,Think they’ll start getting people back into games once the second doses of the Covid vaccine are done 🤔,0
4140,Had my 2nd dose #moderna #vaccination in #Arviat #Nunavut #ArviatStrong https://t.co/eOCM85XdzR,0
4141,i had a dream i got the vaccine and then i woke up 😔💔,0
4142,My mom got her first vaccine this morning!,0
4143,"All done with my 1st dose of the Astra-Zeneca vaccine, and 2nd dose appointment already booked.If my head blows off in the interim, I’m sure somebody will let you know.💉",0
4144,"She’s morphine, queen of my vaccine",0
4145,"Despite the weather forecast, we will be hosting our COVID-19 vaccine clinics on February 13-14 for individuals with appointments. It is extremely important that you keep your appointment to ensure we do not waste any first doses and that you get your second dose on schedule. https://t.co/W4wLz0U7f8",0
4146,"First vaccine in the pipeline! 💉 Pfizer, do your thing. Here’s hoping I don’t grow a third eye before the second dose. 👁",0
4147,GIVE ME THE VACCINE I MISS DT,0
4148,"I feel so honored, privileged, grateful, jazzed': Nurse describes COVID-19 vaccine experience https://t.co/HAJe7yn1dH",0
4149,Booked in for my covid vaccine tonight!! (I’m frontline so I get priority vaccinations) wish me luck!!,0
4150,Yeyyy!! COVID vaccine booked!!! I am over the moon :))),0
4151,"Did you get the 1st dose of the COVID-19 vaccine at the Fairgrounds vaccination clinic?
You will receive a phone call from our team to schedule your 2nd dose. If you did not receive a phone call, please call 661-321-3000 one week prior to when your second dose is due. https://t.co/soSImtOHDe",0
4152,Covid-19 Vaccine #1 acquired. ✅😎,0
4153,"I got my first does of the vaccine yesterday, you know what that means 👀👀",0
4154,Watch “The COVID 19 Vaccine and the Depopulation Agenda” on #Vimeo https://t.co/dtIMBgUmax,1
4155,She’s officially vaccinated with part 2 of the Pfizer vaccine! 😭,0
4156,"#Health care worker dies after second dose of COVID vaccine, investigations underway https://t.co/Qsjdgzl1h3",1
4157,"I got on the vaccine waitlist. Hopefully, I’ll have my shot by early spring. https://t.co/mjqK1p9bcc",0
4158,I’m so happy my parents got the second dose of the vaccine today!,0
4159,already missing that post-vaccine sleep.,0
4160,"If you didn't know,
Read carefully:
1) Covid shot is  N O T  a vaccine!  
2) Moderna literature says it's 'Gene Therapy'.
3) The PCR test was found to give a False-Positive result 96% of the time.
4) Moderna's own trials did NOT show the shot protected you from future exposures. https://t.co/DfY4lPkIoM",1
4161,COVID vaccine all booked bois,0
4162,Just got my second dose of the vaccine https://t.co/DsfUsYFRG7,0
4163,Just so I understand: the majority of people in this country want children to have an untested vaccine that potentially alters their DNA and immune systems? Nuremberg trials strictly forbids such horrific actions. Under any circumstances.,1
4164,"I feel so honored, privileged, grateful, jazzed': Nurse describes COVID-19 vaccine experience https://t.co/EOXmk8cApQ",0
4165,"I got the 1st and 2nd second dose of vaccine now what,??",0
4166,"How many more have to die from #COVID19? 

This administration has no plan, has not effectively passed out the vaccine, and continues to dodge the press and American public. 

When will we get answers? 

#illegitimateJoeBiden",1
4167,vaccine booked in 💉,0
4168,Vaccine booked.,0
4169,2nd shot of the moderna vaccine. https://t.co/jtZzCbM4ud,0
4170,"I feel so honored, privileged, grateful, jazzed': Nurse describes COVID-19 vaccine experience https://t.co/6e2PZcYkS0",0
4171,"Who has had the Oxford vaccine  and still feels poorly after a week.Headache,sickly and so fatigued I cant  function",0
4172,1/8 Next week I'm getting the second dose of the Moderna vaccine.,0
4173,"Yay - Had my vaccine today 💉🥳
Feel so relieved 😆
#COVIDVaccine #oxfordastrazeneca 👍",0
4174,Take whatever COVID vaccine you can get. All of them stop death and hospitalization. https://t.co/sqrgOa6LVO via @usatoday,0
4175,I GOT MY APPOINTMENTS FOR MY COVID VACCINE!!! IM SO HAPPYYYYYY!,0
4176,Let's get this vaccine process ramped up! https://t.co/e0a9hShBwh,0
4177,"vaccine update:

zzzzzzzz",0
4178,💫my parents got a vaccine appointment✨,0
4179,"Moderna Vaccines (1st dose only) will be available for walk in at Kadlecs Healthplex 9:45am. No info on how many but, imagine it is less than 50. 1268 Lee Blvd Richland",0
4180,Are you getting the COVID Vaccine?,0
4181,Received my first dose of the COVID vaccine this morning. It's a great Friday!,0
4182,First covid vaccine received 🤩🤩,0
4183,My grandad finally got his vaccine today 💖,0
4184,"The EU’s drugs regulator starts an early review of CureVac's experimental Covid-19 vaccine, potentially accelerating its path to the market - Bloomberg

https://t.co/bpXvKkcWRl https://t.co/PDDxo7m8Sb",1
4185,"I get my first dose of COVID vaccine today, I’m pretty nervous mainly for side effects 🥲",0
4186,"To all you people that want to wear one or more masks, and then take an unproven vaccine and let them put that shit in your body, good luck, hope you have your Will ready.",1
4187,"My first covid vaccine appointment is booked! I am so happy, grateful, excited, tearful ... all the emotions. Thank you NHS #vaccine #COVIDVaccination",0
4188,Just booked my Covid Vaccine 👍,0
4189,are you getting the vaccine?,0
4190,Vaccine is waving,0
4191,Getting the second vaccine dose today :o,0
4192,"first Covid vaccine booked, first step towards being in the pub",0
4193,"I love being an essential worker, having to work through a pandemic and deal with the public but then not be essential enough for the vaccine of a virus that im possibly exposed to daily 👌",0
4194,"Thanks to my amazing GP team I’ve just booked Hannah in for her Covid vaccine next week. Am crying with relief 😭 I sincerely hope all those with learning disabilities are given the same opportunity soon. Keep shouting loudly, it’s working! @jowhiley @spicerlife @mencap_charity",0
4195,My first vaccine is booked for next Tuesday https://t.co/mubLiiguLS,0
4196,oh dang I forgot I’m getting my second covid vaccine today LMAO,0
4197,my nans had her vaccine ❤😭,0
4198,"#Americans are being lied to. 

COVID vaccines ARE NOT LEGALLY VACCINES AT ALL.

#COVID-19 shots are actually what’s called “gene therapy chemotherapy.”

Would you take chemotherapy if you didn’t have cancer?

If you answered NO, don’t get “the vaccine!” https://t.co/wP5VdPfxtI",1
4199,"Guernsey extends the gap from 6 to 10 weeks for the second dose of the AstraZeneca Covid-19 vaccine

https://t.co/3out68OI4z
#vaccinecovid19",0
4200,"Why coming back for your second dose is so important.

https://t.co/MHZEkeomwM",0
4201,Me and Mrs B just had text about vaccine at Reydon. We are booked for Tuesday,0
4202,"Vaccine update.....arm is so sore. Temp is 100.0 ache from head to toe. Headache and feel like crap!
#COVIDVaccination https://t.co/LFM9z3HrSd",0
4203,Can i get a vaccine for my cat?,0
4204,Got my second vaccine!!! I'm unstoppable,0
4205,I'm getting my second Moderna shot Tuesday!!!!,0
4206,"This is how I felt after being shot in the arm for the vaccine.
The Lazy Song on Doo-Wops  https://t.co/oyPrSwe7a6 #AmazonMusic",0
4207,Covid Vaccine booked! 💪🏻. Cant wait to see the end of this fucking thing!,0
4208,"Person dies 25 mins after receiving vaccine
@MatteaMerta @KayaJones @TiffersYUPP @tiff706 @AudaciousPundit https://t.co/Ad5kmo0jxi",1
4209,i don’t trust this vaccine bro,0
4210,"COVID-19 vaccine soon will allow us more freedom, comfort
https://t.co/GrSQtgbFNk",0
4211,"COVID VACCINE POLL!!!

1. is your country vaccinating",0
4212,Plan Your Vaccine https://t.co/l3mUUqktyr,0
4214,my second dose of the covid vaccine got cancelled for today bc of the weather 👎🏽,0
4215,"Received my second dose of the vaccine. Ready to help protect my patients, my family, and myself! https://t.co/oeYMtsON7Q",0
4216,"I got a PS5 and my second dose of the covid vaccine.  Probably the closest I'll ever get to being ""the one percent"".",0
4217,omg my covid vaccine is on sunday,0
4218,First covid vaccine shot done. Now to wait for next month!,0
4219,Update on 2nd Pfizer dose. Zero soreness or symptoms! With the first dose it was to the point I couldn't go to the gym....no reaction at all with this one.,0
4220,"In a bind.
Got my first dose of the vaccine from City of Houston.  No one answers ph # on the card.  No answer or call backs from the health Dept.  I was supposed to get my second dose today!",0
4221,CCPCANADACOMMUNISTPARTY members all government officials in office are crazy communists we save you take the killer vaccine we dont no what will happen after you take it  but take it anyway soon it will be mandatory,1
4222,my aunt had her vaccine yesterday; my mum just texted to tell me she's booked in for hers tomorrow; science is wonderful and i accept the continuance of society,0
4223,Holy bitch when can I get the Covid vaccine?,0
4224,First dose Moderna.  Thank you @NJGov,0
4225,vaccine scheduled gg boys,0
4226,MY PARENTS JUST GOT THE FIRST DOSE OF THE VACCINE!!! I’m going to hug my family soon!!! 😭😭😭,0
4227,"QAnon conspiracy theorist Mark Taylor say the COVID-19 vaccine is ""a bioweapon"" and a precursor to the Mark of the Beast. He warns people not even to get a COVID test because ""the vaccine is now in the test."" https://t.co/pu8URAnjQW",1
4228,I think I'll go ahead and get the rushed vaccine now that a cartoon rap video told me it's safe and cool.,1
4229,What if the covid vaccine is gene therapy? I’ve had two clients get the full round of vaccines and get covid a few weeks later 🤔 This is Aquarius new moon has me thinking.....,1
4230,Covid vaccine booked for Monday 😬,0
4231,Update #2 on Pfizer’s 2nd dose: I still have a bit of chills and the nausea has intensified. These side effects are kicking my ass and I’ve been in and out of sleep since 2am 😅,0
4232,"They dismiss every safe and effective treatment so they can convince you the only ""cure"" is this experimental gene therapy that they fraudulently call a vaccine. That should ring alarm bells in even the most gullible of karens.",1
4233,That 2nd covid vaccine freaking hit different than the first😩,0
4234,Just scheduled my first covid vaccine! 👏🏻👏🏻👏🏻,0
4235,Rideshare companies offer free rides to Covid vaccine appointments https://t.co/a610UKUyPX via @nbcnews,0
